address,link,rest_num
2234 92nd Street East Elmhurst NY,https://www.yelp.com/search?find_loc=2234 92nd Street East Elmhurst NY&cflt=restaurants,133
2880 Harding Avenue Bronx NY,https://www.yelp.com/search?find_loc=2880 Harding Avenue Bronx NY&cflt=restaurants,26
349 West 45th Street Manhattan NY,https://www.yelp.com/search?find_loc=349 West 45th Street Manhattan NY&cflt=restaurants,2107
7927 68th Road Middle Village NY,https://www.yelp.com/search?find_loc=7927 68th Road Middle Village NY&cflt=restaurants,125
13320 Avery Avenue #3B 5B 9A Flushing NY,https://www.yelp.com/search?find_loc=13320 Avery Avenue #3B 5B 9A Flushing NY&cflt=restaurants,444
1462 1st Avenue New York NY,https://www.yelp.com/search?find_loc=1462 1st Avenue New York NY&cflt=restaurants,698
1919 McGraw Avenue Bronx NY,https://www.yelp.com/search?find_loc=1919 McGraw Avenue Bronx NY&cflt=restaurants,216
415 East 37th Street Manhattan NY,https://www.yelp.com/search?find_loc=415 East 37th Street Manhattan NY&cflt=restaurants,1116
223 Franklin Street Brooklyn NY,https://www.yelp.com/search?find_loc=223 Franklin Street Brooklyn NY&cflt=restaurants,175
300 East 64th Street New York NY,https://www.yelp.com/search?find_loc=300 East 64th Street New York NY&cflt=restaurants,1078
420 West 25th Street Manhattan NY,https://www.yelp.com/search?find_loc=420 West 25th Street Manhattan NY&cflt=restaurants,1294
19839 28th Avenue Bayside NY,https://www.yelp.com/search?find_loc=19839 28th Avenue Bayside NY&cflt=restaurants,67
245 East 84th Street Manhattan NY,https://www.yelp.com/search?find_loc=245 East 84th Street Manhattan NY&cflt=restaurants,670
540 West 50th Street Manhattan NY,https://www.yelp.com/search?find_loc=540 West 50th Street Manhattan NY&cflt=restaurants,1155
429 10th Street Brooklyn NY,https://www.yelp.com/search?find_loc=429 10th Street Brooklyn NY&cflt=restaurants,402
620 Lenox Avenue Manhattan NY,https://www.yelp.com/search?find_loc=620 Lenox Avenue Manhattan NY&cflt=restaurants,328
549 Bergen Street Brooklyn NY,https://www.yelp.com/search?find_loc=549 Bergen Street Brooklyn NY&cflt=restaurants,564
4815 4th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=4815 4th Avenue Brooklyn NY&cflt=restaurants,418
101 West 15th Street Manhattan NY,https://www.yelp.com/search?find_loc=101 West 15th Street Manhattan NY&cflt=restaurants,2150
1685 East 14th Street Brooklyn NY,https://www.yelp.com/search?find_loc=1685 East 14th Street Brooklyn NY&cflt=restaurants,185
605 West 156th Street Manhattan NY,https://www.yelp.com/search?find_loc=605 West 156th Street Manhattan NY&cflt=restaurants,271
173 Ludlow Street Manhattan NY,https://www.yelp.com/search?find_loc=173 Ludlow Street Manhattan NY&cflt=restaurants,1891
210 East 39th Street Manhattan NY,https://www.yelp.com/search?find_loc=210 East 39th Street Manhattan NY&cflt=restaurants,2081
57 Duffield Street Brooklyn NY,https://www.yelp.com/search?find_loc=57 Duffield Street Brooklyn NY&cflt=restaurants,485
1157 Myrtle Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1157 Myrtle Avenue Brooklyn NY&cflt=restaurants,363
2842 West 15th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2842 West 15th Street Brooklyn NY&cflt=restaurants,114
14144 84th Road Briarwood NY,https://www.yelp.com/search?find_loc=14144 84th Road Briarwood NY&cflt=restaurants,154
1925 McGraw Avenue Bronx NY,https://www.yelp.com/search?find_loc=1925 McGraw Avenue Bronx NY&cflt=restaurants,219
405 East 117th Street Manhattan NY,https://www.yelp.com/search?find_loc=405 East 117th Street Manhattan NY&cflt=restaurants,331
240 East 47th Street Manhattan NY,https://www.yelp.com/search?find_loc=240 East 47th Street Manhattan NY&cflt=restaurants,1812
184 Washington Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=184 Washington Avenue Brooklyn NY&cflt=restaurants,293
54 East 7th Street Manhattan NY,https://www.yelp.com/search?find_loc=54 East 7th Street Manhattan NY&cflt=restaurants,1788
733 Arnow Avenue Bronx NY,https://www.yelp.com/search?find_loc=733 Arnow Avenue Bronx NY&cflt=restaurants,121
788 Arnow Avenue Bronx NY,https://www.yelp.com/search?find_loc=788 Arnow Avenue Bronx NY&cflt=restaurants,116
1595 Unionport Road Bronx NY,https://www.yelp.com/search?find_loc=1595 Unionport Road Bronx NY&cflt=restaurants,260
525 East 81st Street Manhattan NY,https://www.yelp.com/search?find_loc=525 East 81st Street Manhattan NY&cflt=restaurants,595
3626 35th Street Astoria NY,https://www.yelp.com/search?find_loc=3626 35th Street Astoria NY&cflt=restaurants,390
88 Leonard Street Manhattan NY,https://www.yelp.com/search?find_loc=88 Leonard Street Manhattan NY&cflt=restaurants,1602
157 East 72nd Street Manhattan NY,https://www.yelp.com/search?find_loc=157 East 72nd Street Manhattan NY&cflt=restaurants,833
360 Central Park West Manhattan NY,https://www.yelp.com/search?find_loc=360 Central Park West Manhattan NY&cflt=restaurants,442
354 East Mosholu Parkway S Bronx NY,https://www.yelp.com/search?find_loc=354 East Mosholu Parkway S Bronx NY&cflt=restaurants,163
629 Willoughby Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=629 Willoughby Avenue Brooklyn NY&cflt=restaurants,255
407 Humboldt Street Brooklyn NY,https://www.yelp.com/search?find_loc=407 Humboldt Street Brooklyn NY&cflt=restaurants,402
343 West End Avenue Manhattan NY,https://www.yelp.com/search?find_loc=343 West End Avenue Manhattan NY&cflt=restaurants,397
10532 172nd Street Jamaica NY,https://www.yelp.com/search?find_loc=10532 172nd Street Jamaica NY&cflt=restaurants,161
372 5th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=372 5th Avenue Manhattan NY&cflt=restaurants,2779
65 Cooper Square Manhattan NY,https://www.yelp.com/search?find_loc=65 Cooper Square Manhattan NY&cflt=restaurants,2017
140 West 69th Street Manhattan NY,https://www.yelp.com/search?find_loc=140 West 69th Street Manhattan NY&cflt=restaurants,453
246 East 51st Street Manhattan NY,https://www.yelp.com/search?find_loc=246 East 51st Street Manhattan NY&cflt=restaurants,1809
1680 Pelham Parkway Bronx NY,https://www.yelp.com/search?find_loc=1680 Pelham Parkway Bronx NY&cflt=restaurants,77
2001 East 9th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2001 East 9th Street Brooklyn NY&cflt=restaurants,244
376 Park Place Brooklyn NY,https://www.yelp.com/search?find_loc=376 Park Place Brooklyn NY&cflt=restaurants,400
2857 Sedgwick Avenue Bronx NY,https://www.yelp.com/search?find_loc=2857 Sedgwick Avenue Bronx NY&cflt=restaurants,173
4755 39th Place Sunnyside NY,https://www.yelp.com/search?find_loc=4755 39th Place Sunnyside NY&cflt=restaurants,252
1295 5th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1295 5th Avenue Manhattan NY&cflt=restaurants,474
2117 31st Avenue Astoria NY,https://www.yelp.com/search?find_loc=2117 31st Avenue Astoria NY&cflt=restaurants,407
2740 21st Street Astoria NY,https://www.yelp.com/search?find_loc=2740 21st Street Astoria NY&cflt=restaurants,313
4111 170th Street Flushing NY,https://www.yelp.com/search?find_loc=4111 170th Street Flushing NY&cflt=restaurants,138
329 Pleasant Avenue Manhattan NY,https://www.yelp.com/search?find_loc=329 Pleasant Avenue Manhattan NY&cflt=restaurants,304
164 East 78th Street New York NY,https://www.yelp.com/search?find_loc=164 East 78th Street New York NY&cflt=restaurants,745
535 West 43rd Street Manhattan NY,https://www.yelp.com/search?find_loc=535 West 43rd Street Manhattan NY&cflt=restaurants,1306
134 Skillman Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=134 Skillman Avenue Brooklyn NY&cflt=restaurants,515
14021 Burden Crescent Briarwood NY,https://www.yelp.com/search?find_loc=14021 Burden Crescent Briarwood NY&cflt=restaurants,220
130 Clarkson Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=130 Clarkson Avenue Brooklyn NY&cflt=restaurants,365
13827 78th Avenue Kew Gardens Hills NY,https://www.yelp.com/search?find_loc=13827 78th Avenue Kew Gardens Hills NY&cflt=restaurants,95
136 Erasmus Street Brooklyn NY,https://www.yelp.com/search?find_loc=136 Erasmus Street Brooklyn NY&cflt=restaurants,333
69 Bennett Avenue Manhattan NY,https://www.yelp.com/search?find_loc=69 Bennett Avenue Manhattan NY&cflt=restaurants,231
85 Powers Street Brooklyn NY,https://www.yelp.com/search?find_loc=85 Powers Street Brooklyn NY&cflt=restaurants,530
1092 Bushwick Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1092 Bushwick Avenue Brooklyn NY&cflt=restaurants,295
4200 204th Street Bayside NY,https://www.yelp.com/search?find_loc=4200 204th Street Bayside NY&cflt=restaurants,186
83-39 116th Street Richmond Hill NY,https://www.yelp.com/search?find_loc=83-39 116th Street Richmond Hill NY&cflt=restaurants,166
155 East 38th Street Manhattan NY,https://www.yelp.com/search?find_loc=155 East 38th Street Manhattan NY&cflt=restaurants,2228
149 96th Street Brooklyn NY,https://www.yelp.com/search?find_loc=149 96th Street Brooklyn NY&cflt=restaurants,182
6017 56th Drive Queens NY,https://www.yelp.com/search?find_loc=6017 56th Drive Queens NY&cflt=restaurants,140
932 Bronx Park South Bronx NY,https://www.yelp.com/search?find_loc=932 Bronx Park South Bronx NY&cflt=restaurants,184
103 West 75th Street New York NY,https://www.yelp.com/search?find_loc=103 West 75th Street New York NY&cflt=restaurants,391
312 East 91st Street Manhattan NY,https://www.yelp.com/search?find_loc=312 East 91st Street Manhattan NY&cflt=restaurants,581
56 West 56th Street Manhattan NY,https://www.yelp.com/search?find_loc=56 West 56th Street Manhattan NY&cflt=restaurants,2138
7 Lispenard Street Manhattan NY,https://www.yelp.com/search?find_loc=7 Lispenard Street Manhattan NY&cflt=restaurants,1599
15209 88th Avenue Jamaica NY,https://www.yelp.com/search?find_loc=15209 88th Avenue Jamaica NY&cflt=restaurants,262
2372 Pacific Street Brooklyn NY,https://www.yelp.com/search?find_loc=2372 Pacific Street Brooklyn NY&cflt=restaurants,165
8540 Forest Parkway Woodhaven NY,https://www.yelp.com/search?find_loc=8540 Forest Parkway Woodhaven NY&cflt=restaurants,156
175-39 Dalny Road Queens NY,https://www.yelp.com/search?find_loc=175-39 Dalny Road Queens NY&cflt=restaurants,174
442 Decatur Street Brooklyn NY,https://www.yelp.com/search?find_loc=442 Decatur Street Brooklyn NY&cflt=restaurants,181
531 West 144th Street Manhattan NY,https://www.yelp.com/search?find_loc=531 West 144th Street Manhattan NY&cflt=restaurants,354
303 East 37th Street Manhattan NY,https://www.yelp.com/search?find_loc=303 East 37th Street Manhattan NY&cflt=restaurants,1663
4515 Colden Street Queens NY,https://www.yelp.com/search?find_loc=4515 Colden Street Queens NY&cflt=restaurants,368
11937 Metropolitan Avenue Kew Gardens NY,https://www.yelp.com/search?find_loc=11937 Metropolitan Avenue Kew Gardens NY&cflt=restaurants,192
230 Sullivan Street Manhattan NY,https://www.yelp.com/search?find_loc=230 Sullivan Street Manhattan NY&cflt=restaurants,1856
136 East 36th Street Manhattan NY,https://www.yelp.com/search?find_loc=136 East 36th Street Manhattan NY&cflt=restaurants,2355
3310 Crescent Street Astoria NY,https://www.yelp.com/search?find_loc=3310 Crescent Street Astoria NY&cflt=restaurants,496
12333 83rd Avenue Kew Gardens NY,https://www.yelp.com/search?find_loc=12333 83rd Avenue Kew Gardens NY&cflt=restaurants,184
422 Bergen Street Brooklyn NY,https://www.yelp.com/search?find_loc=422 Bergen Street Brooklyn NY&cflt=restaurants,567
9019 88th Avenue Woodhaven NY,https://www.yelp.com/search?find_loc=9019 88th Avenue Woodhaven NY&cflt=restaurants,191
404 East 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=404 East 73rd Street Manhattan NY&cflt=restaurants,708
150 Sullivan Street Manhattan NY,https://www.yelp.com/search?find_loc=150 Sullivan Street Manhattan NY&cflt=restaurants,1589
128 East 91st Street Manhattan NY,https://www.yelp.com/search?find_loc=128 East 91st Street Manhattan NY&cflt=restaurants,577
2885 Valentine Avenue Bronx NY,https://www.yelp.com/search?find_loc=2885 Valentine Avenue Bronx NY&cflt=restaurants,218
50 Lake Street Brooklyn NY,https://www.yelp.com/search?find_loc=50 Lake Street Brooklyn NY&cflt=restaurants,264
315 Ocean Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=315 Ocean Parkway Brooklyn NY&cflt=restaurants,272
580 Main Street New York NY,https://www.yelp.com/search?find_loc=580 Main Street New York NY&cflt=restaurants,347
3518 87stjackson Heights Queens NY,https://www.yelp.com/search?find_loc=3518 87stjackson Heights Queens NY&cflt=restaurants,652
104 East 17th Street Manhattan NY,https://www.yelp.com/search?find_loc=104 East 17th Street Manhattan NY&cflt=restaurants,5761
10 Downing Street Manhattan NY,https://www.yelp.com/search?find_loc=10 Downing Street Manhattan NY&cflt=restaurants,1419
33 Monroe Place Brooklyn NY,https://www.yelp.com/search?find_loc=33 Monroe Place Brooklyn NY&cflt=restaurants,457
3525 29th Street Astoria NY,https://www.yelp.com/search?find_loc=3525 29th Street Astoria NY&cflt=restaurants,473
56 West 76th Street Manhattan NY,https://www.yelp.com/search?find_loc=56 West 76th Street Manhattan NY&cflt=restaurants,400
617 Halsey Street Brooklyn NY,https://www.yelp.com/search?find_loc=617 Halsey Street Brooklyn NY&cflt=restaurants,190
148 West 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=148 West 73rd Street Manhattan NY&cflt=restaurants,400
2634 West Street Brooklyn NY,https://www.yelp.com/search?find_loc=2634 West Street Brooklyn NY&cflt=restaurants,144
725 4th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=725 4th Avenue Brooklyn NY&cflt=restaurants,221
909 Avenue T Brooklyn NY,https://www.yelp.com/search?find_loc=909 Avenue T Brooklyn NY&cflt=restaurants,246
230 West 55th Street Manhattan NY,https://www.yelp.com/search?find_loc=230 West 55th Street Manhattan NY&cflt=restaurants,1912
94 Eagle Street Brooklyn NY,https://www.yelp.com/search?find_loc=94 Eagle Street Brooklyn NY&cflt=restaurants,174
388 Avenue X Brooklyn NY,https://www.yelp.com/search?find_loc=388 Avenue X Brooklyn NY&cflt=restaurants,157
10025 Queens Boulevard Forest Hills NY,https://www.yelp.com/search?find_loc=10025 Queens Boulevard Forest Hills NY&cflt=restaurants,257
36 Plaza Street Brooklyn NY,https://www.yelp.com/search?find_loc=36 Plaza Street Brooklyn NY&cflt=restaurants,448
3242 33rd Street Astoria NY,https://www.yelp.com/search?find_loc=3242 33rd Street Astoria NY&cflt=restaurants,572
1478 72nd Street Brooklyn NY,https://www.yelp.com/search?find_loc=1478 72nd Street Brooklyn NY&cflt=restaurants,173
2766 University Avenue Bronx NY,https://www.yelp.com/search?find_loc=2766 University Avenue Bronx NY&cflt=restaurants,235
422 Franklin Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=422 Franklin Avenue Brooklyn NY&cflt=restaurants,378
1800 Avenue L Brooklyn NY,https://www.yelp.com/search?find_loc=1800 Avenue L Brooklyn NY&cflt=restaurants,128
22 West 71st Street Manhattan NY,https://www.yelp.com/search?find_loc=22 West 71st Street Manhattan NY&cflt=restaurants,452
150-21 75th Avenue Flushing NY,https://www.yelp.com/search?find_loc=150-21 75th Avenue Flushing NY&cflt=restaurants,96
140 West 71st Street Manhattan NY,https://www.yelp.com/search?find_loc=140 West 71st Street Manhattan NY&cflt=restaurants,455
863 Saint Marks Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=863 Saint Marks Avenue Brooklyn NY&cflt=restaurants,339
2935 Holland Avenue Bronx NY,https://www.yelp.com/search?find_loc=2935 Holland Avenue Bronx NY&cflt=restaurants,122
181 York Street Brooklyn NY,https://www.yelp.com/search?find_loc=181 York Street Brooklyn NY&cflt=restaurants,233
250 Graff Avenue Bronx NY,https://www.yelp.com/search?find_loc=250 Graff Avenue Bronx NY&cflt=restaurants,21
1500 Hone Avenue Bronx NY,https://www.yelp.com/search?find_loc=1500 Hone Avenue Bronx NY&cflt=restaurants,205
80 Clarkson Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=80 Clarkson Avenue Brooklyn NY&cflt=restaurants,367
1620 Ohm Avenue Bronx NY,https://www.yelp.com/search?find_loc=1620 Ohm Avenue Bronx NY&cflt=restaurants,48
131 Quincy Street Brooklyn NY,https://www.yelp.com/search?find_loc=131 Quincy Street Brooklyn NY&cflt=restaurants,365
230 West 95th Street Manhattan NY,https://www.yelp.com/search?find_loc=230 West 95th Street Manhattan NY&cflt=restaurants,403
507 West 28th Street Manhattan NY,https://www.yelp.com/search?find_loc=507 West 28th Street Manhattan NY&cflt=restaurants,1087
131 North 4th Street Brooklyn NY,https://www.yelp.com/search?find_loc=131 North 4th Street Brooklyn NY&cflt=restaurants,578
328 East 59th Street Manhattan NY,https://www.yelp.com/search?find_loc=328 East 59th Street Manhattan NY&cflt=restaurants,1221
327 Central Park West Manhattan NY,https://www.yelp.com/search?find_loc=327 Central Park West Manhattan NY&cflt=restaurants,392
1142 1st Avenue New York NY,https://www.yelp.com/search?find_loc=1142 1st Avenue New York NY&cflt=restaurants,947
422 Ocean View Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=422 Ocean View Avenue Brooklyn NY&cflt=restaurants,147
55 Parade Place Brooklyn NY,https://www.yelp.com/search?find_loc=55 Parade Place Brooklyn NY&cflt=restaurants,308
6456 Booth Street Rego Park NY,https://www.yelp.com/search?find_loc=6456 Booth Street Rego Park NY&cflt=restaurants,271
1360 Ocean Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=1360 Ocean Parkway Brooklyn NY&cflt=restaurants,191
41 Kew Gardens Road Kew Gardens NY,https://www.yelp.com/search?find_loc=41 Kew Gardens Road Kew Gardens NY&cflt=restaurants,172
250 East Houston Street Manhattan NY,https://www.yelp.com/search?find_loc=250 East Houston Street Manhattan NY&cflt=restaurants,1590
1085 Nelson Avenue Bronx NY,https://www.yelp.com/search?find_loc=1085 Nelson Avenue Bronx NY&cflt=restaurants,275
230 Ocean Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=230 Ocean Parkway Brooklyn NY&cflt=restaurants,240
152 Sherman Avenue Manhattan NY,https://www.yelp.com/search?find_loc=152 Sherman Avenue Manhattan NY&cflt=restaurants,211
151-155 East 31st Street Manhattan NY,https://www.yelp.com/search?find_loc=151-155 East 31st Street Manhattan NY&cflt=restaurants,2074
388 Bergen Street Brooklyn NY,https://www.yelp.com/search?find_loc=388 Bergen Street Brooklyn NY&cflt=restaurants,582
792 9th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=792 9th Avenue Manhattan NY&cflt=restaurants,1667
60 Thayer Street Manhattan NY,https://www.yelp.com/search?find_loc=60 Thayer Street Manhattan NY&cflt=restaurants,652
5 Eldridge Street Manhattan NY,https://www.yelp.com/search?find_loc=5 Eldridge Street Manhattan NY&cflt=restaurants,1484
460 2nd Street Brooklyn NY,https://www.yelp.com/search?find_loc=460 2nd Street Brooklyn NY&cflt=restaurants,466
442 West 54th Street Manhattan NY,https://www.yelp.com/search?find_loc=442 West 54th Street Manhattan NY&cflt=restaurants,1363
68 Mott Street Manhattan NY,https://www.yelp.com/search?find_loc=68 Mott Street Manhattan NY&cflt=restaurants,1844
114 Troutman Street Brooklyn NY,https://www.yelp.com/search?find_loc=114 Troutman Street Brooklyn NY&cflt=restaurants,410
570 West 190th Street Manhattan NY,https://www.yelp.com/search?find_loc=570 West 190th Street Manhattan NY&cflt=restaurants,260
377 Rector Place Manhattan NY,https://www.yelp.com/search?find_loc=377 Rector Place Manhattan NY&cflt=restaurants,908
73 West 82nd Street Manhattan NY,https://www.yelp.com/search?find_loc=73 West 82nd Street Manhattan NY&cflt=restaurants,433
2 East 129th Street Manhattan NY,https://www.yelp.com/search?find_loc=2 East 129th Street Manhattan NY&cflt=restaurants,328
190 East Mosholu Parkway S Bronx NY,https://www.yelp.com/search?find_loc=190 East Mosholu Parkway S Bronx NY&cflt=restaurants,174
11017 Corona Avenue Corona NY,https://www.yelp.com/search?find_loc=11017 Corona Avenue Corona NY&cflt=restaurants,190
3911 210th Street Queens NY,https://www.yelp.com/search?find_loc=3911 210th Street Queens NY&cflt=restaurants,159
8846 76th Street Jamaica NY,https://www.yelp.com/search?find_loc=8846 76th Street Jamaica NY&cflt=restaurants,187
266 12th Street Brooklyn NY,https://www.yelp.com/search?find_loc=266 12th Street Brooklyn NY&cflt=restaurants,389
308 West 105th Street Manhattan NY,https://www.yelp.com/search?find_loc=308 West 105th Street Manhattan NY&cflt=restaurants,295
971 Lafayette Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=971 Lafayette Avenue Brooklyn NY&cflt=restaurants,297
331 East Houston Street Manhattan NY,https://www.yelp.com/search?find_loc=331 East Houston Street Manhattan NY&cflt=restaurants,1271
205 East 94th Street Manhattan NY,https://www.yelp.com/search?find_loc=205 East 94th Street Manhattan NY&cflt=restaurants,578
344 East 85th Street Manhattan NY,https://www.yelp.com/search?find_loc=344 East 85th Street Manhattan NY&cflt=restaurants,648
34 Saint Nicholas Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=34 Saint Nicholas Avenue Brooklyn NY&cflt=restaurants,394
389 East 89th Street Manhattan NY,https://www.yelp.com/search?find_loc=389 East 89th Street Manhattan NY&cflt=restaurants,596
2790 Broadway Manhattan NY,https://www.yelp.com/search?find_loc=2790 Broadway Manhattan NY&cflt=restaurants,313
6 East 97th Street Manhattan NY,https://www.yelp.com/search?find_loc=6 East 97th Street Manhattan NY&cflt=restaurants,418
1221 Bergen Street Brooklyn NY,https://www.yelp.com/search?find_loc=1221 Bergen Street Brooklyn NY&cflt=restaurants,334
440 West 34th Street Manhattan NY,https://www.yelp.com/search?find_loc=440 West 34th Street Manhattan NY&cflt=restaurants,1649
8836 Elmhurst Avenue Elmhurst NY,https://www.yelp.com/search?find_loc=8836 Elmhurst Avenue Elmhurst NY&cflt=restaurants,598
20 West Street Manhattan NY,https://www.yelp.com/search?find_loc=20 West Street Manhattan NY&cflt=restaurants,876
1770 Madison Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1770 Madison Avenue Manhattan NY&cflt=restaurants,493
9712 63rd Drive Rego Park NY,https://www.yelp.com/search?find_loc=9712 63rd Drive Rego Park NY&cflt=restaurants,276
14308 Roosevelt Avenue Flushing NY,https://www.yelp.com/search?find_loc=14308 Roosevelt Avenue Flushing NY&cflt=restaurants,624
305 West 55th Street Manhattan NY,https://www.yelp.com/search?find_loc=305 West 55th Street Manhattan NY&cflt=restaurants,1695
205 West 10th Street Manhattan NY,https://www.yelp.com/search?find_loc=205 West 10th Street Manhattan NY&cflt=restaurants,1389
420 Ovington Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=420 Ovington Avenue Brooklyn NY&cflt=restaurants,356
326 West 45th Street Manhattan NY,https://www.yelp.com/search?find_loc=326 West 45th Street Manhattan NY&cflt=restaurants,2265
275 Greenwich Street Manhattan NY,https://www.yelp.com/search?find_loc=275 Greenwich Street Manhattan NY&cflt=restaurants,1141
52 Barrow Street Manhattan NY,https://www.yelp.com/search?find_loc=52 Barrow Street Manhattan NY&cflt=restaurants,1274
141 East 26th Street Manhattan NY,https://www.yelp.com/search?find_loc=141 East 26th Street Manhattan NY&cflt=restaurants,1857
255 West 14th Street Manhattan NY,https://www.yelp.com/search?find_loc=255 West 14th Street Manhattan NY&cflt=restaurants,1461
4529 42nd Street Sunnyside NY,https://www.yelp.com/search?find_loc=4529 42nd Street Sunnyside NY&cflt=restaurants,260
39 East 29th Street Manhattan NY,https://www.yelp.com/search?find_loc=39 East 29th Street Manhattan NY&cflt=restaurants,2311
316 East 82nd Street Manhattan NY,https://www.yelp.com/search?find_loc=316 East 82nd Street Manhattan NY&cflt=restaurants,698
2426 64th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2426 64th Street Brooklyn NY&cflt=restaurants,197
234 Greene Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=234 Greene Avenue Brooklyn NY&cflt=restaurants,409
721 Metropolitan Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=721 Metropolitan Avenue Brooklyn NY&cflt=restaurants,446
2802 Valentine Avenue Bronx NY,https://www.yelp.com/search?find_loc=2802 Valentine Avenue Bronx NY&cflt=restaurants,247
111 Bedford Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=111 Bedford Avenue Brooklyn NY&cflt=restaurants,632
139 East 13th Street Manhattan NY,https://www.yelp.com/search?find_loc=139 East 13th Street Manhattan NY&cflt=restaurants,1914
162 Newton Street Brooklyn NY,https://www.yelp.com/search?find_loc=162 Newton Street Brooklyn NY&cflt=restaurants,390
44 South Oxford Street Brooklyn NY,https://www.yelp.com/search?find_loc=44 South Oxford Street Brooklyn NY&cflt=restaurants,519
4117 28th Street Long Island City NY,https://www.yelp.com/search?find_loc=4117 28th Street Long Island City NY&cflt=restaurants,318
205 West 102nd Street Manhattan NY,https://www.yelp.com/search?find_loc=205 West 102nd Street Manhattan NY&cflt=restaurants,347
14140 72nd Drive Flushing NY,https://www.yelp.com/search?find_loc=14140 72nd Drive Flushing NY&cflt=restaurants,85
302 East 94th Street Manhattan NY,https://www.yelp.com/search?find_loc=302 East 94th Street Manhattan NY&cflt=restaurants,568
663 Henry Street Brooklyn NY,https://www.yelp.com/search?find_loc=663 Henry Street Brooklyn NY&cflt=restaurants,231
135 West 183rd Street Bronx NY,https://www.yelp.com/search?find_loc=135 West 183rd Street Bronx NY&cflt=restaurants,288
147 Rogers Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=147 Rogers Avenue Brooklyn NY&cflt=restaurants,384
105 North 7th Street Brooklyn NY,https://www.yelp.com/search?find_loc=105 North 7th Street Brooklyn NY&cflt=restaurants,547
901 Lafayette Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=901 Lafayette Avenue Brooklyn NY&cflt=restaurants,266
635 West 42nd Street Manhattan NY,https://www.yelp.com/search?find_loc=635 West 42nd Street Manhattan NY&cflt=restaurants,948
5403 5th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=5403 5th Avenue Brooklyn NY&cflt=restaurants,493
500 West 43rd Street Manhattan NY,https://www.yelp.com/search?find_loc=500 West 43rd Street Manhattan NY&cflt=restaurants,1564
200 East 28th Street Manhattan NY,https://www.yelp.com/search?find_loc=200 East 28th Street Manhattan NY&cflt=restaurants,1770
228 East 84th Street Manhattan NY,https://www.yelp.com/search?find_loc=228 East 84th Street Manhattan NY&cflt=restaurants,671
80 Meserole Street Brooklyn NY,https://www.yelp.com/search?find_loc=80 Meserole Street Brooklyn NY&cflt=restaurants,472
100 Winthrop Street Brooklyn NY,https://www.yelp.com/search?find_loc=100 Winthrop Street Brooklyn NY&cflt=restaurants,349
46 West 76th Street Manhattan NY,https://www.yelp.com/search?find_loc=46 West 76th Street Manhattan NY&cflt=restaurants,401
237 East 34th Street Manhattan NY,https://www.yelp.com/search?find_loc=237 East 34th Street Manhattan NY&cflt=restaurants,1761
10460 Queens Boulevard Forest Hills NY,https://www.yelp.com/search?find_loc=10460 Queens Boulevard Forest Hills NY&cflt=restaurants,226
58 West 14th Street Manhattan NY,https://www.yelp.com/search?find_loc=58 West 14th Street Manhattan NY&cflt=restaurants,2139
100 Maiden Lane Manhattan NY,https://www.yelp.com/search?find_loc=100 Maiden Lane Manhattan NY&cflt=restaurants,1154
8511 Forest Parkway Woodhaven NY,https://www.yelp.com/search?find_loc=8511 Forest Parkway Woodhaven NY&cflt=restaurants,144
2523 31st Avenue Astoria NY,https://www.yelp.com/search?find_loc=2523 31st Avenue Astoria NY&cflt=restaurants,542
1520 Carroll Street Brooklyn NY,https://www.yelp.com/search?find_loc=1520 Carroll Street Brooklyn NY&cflt=restaurants,235
