,address,days_on_trulia,elementary_school_count,high_school_count,middle_school_count,pets_allowed,price,sqft,url,zip_code,school_count,evac,guarantor,storage,garage,deck,elevator,dishwasher,pets,fios available,live in super,fitness center,washing machine,dryer,concierge,balcony,air conditioning,flooring: hardwood,recreation facilities,garden,pied a terre,childrens playroom,terrace,courtyard,pool,furnished,fireplace,sublets,valet parking,off-street parking,cable tv ready,board approval required,parents,co purchase,leed registered,microwave oven
1077,"404 East 88th Street, Manhattan, NY",15,30,7,19,1,2595,,https://www.trulia.com/p/ny/manhattan/404-e-88th-st-5-g-manhattan-ny-10128--2171816763,10128,56,,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,"45 West 68th Street, Manhattan, NY",15,29,10,20,0,3000,650,https://www.trulia.com/p/ny/manhattan/45-w-68th-st-5-manhattan-ny-10023--2174138652,10023,59,,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,"41 West 90th Street, Manhattan, NY",2,27,7,15,0,3100,700,https://www.trulia.com/p/ny/manhattan/41-w-90th-st-2b-manhattan-ny-10024--2171886890,10024,49,,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"10 Sheridan Square, Manhattan, NY",2,43,16,20,0,5250,,https://www.trulia.com/p/ny/manhattan/10-sheridan-sq-4d-manhattan-ny-10014--2220757697,10014,79,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,"40 Central Park South, Manhattan, NY",15,34,9,20,0,6950,980,https://www.trulia.com/p/ny/manhattan/40-central-park-s-7c-manhattan-ny-10019--2296961075,10019,63,,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,"90 Bank, Manhattan, NY",15,45,17,19,1,3210,,https://www.trulia.com/p/ny/manhattan/90-bank-2e-manhattan-ny-10014--2351497684,10014,81,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,"655 2nd Avenue, Manhattan, NY",16,41,14,22,0,3100,,https://www.trulia.com/p/ny/manhattan/655-2nd-ave-a5-manhattan-ny-10016--2351464701,10016,77,5,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,"2373 Broadway, Manhattan, NY",16,26,8,16,1,3600,,https://www.trulia.com/p/ny/manhattan/2373-broadway-1626-manhattan-ny-10024--2332246551,10024,50,,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1084,"100 Riverside Boulevard, New York, NY",16,31,9,22,1,3750,,https://www.trulia.com/p/ny/new-york/100-riverside-blvd-8e-new-york-ny-10069--2008706777,10069,62,,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,"387 Grand Street, Manhattan, NY",16,37,12,17,1,3250,,https://www.trulia.com/p/ny/manhattan/387-grand-st-k602-manhattan-ny-10002--2008538819,10002,66,,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1086,"2373 Broadway, Manhattan, NY",16,26,8,16,1,3800,,https://www.trulia.com/p/ny/manhattan/2373-broadway-1527-manhattan-ny-10024--2192082931,10024,50,,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1087,"336 East 5th Street, Manhattan, NY",16,40,13,17,0,2350,,https://www.trulia.com/p/ny/manhattan/336-e-5th-st-4re-manhattan-ny-10003--2304296317,10003,70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,"721 5th Avenue, Manhattan, NY",16,39,11,21,0,5450,"1,058",https://www.trulia.com/p/ny/manhattan/721-5th-ave-47h-manhattan-ny-10022--2124304003,10022,71,,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,"211 Avenue A, Manhattan, NY",16,42,14,20,0,2800,,https://www.trulia.com/p/ny/manhattan/211-avenue-a-3-manhattan-ny-10009--2171818864,10009,76,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"5 East 22nd Street, Manhattan, NY",2,44,15,22,0,3500,650,https://www.trulia.com/p/ny/manhattan/5-e-22nd-st-6g-manhattan-ny-10010--2088822052,10010,81,,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,"331 East Houston Street, Manhattan, NY",2,39,14,18,0,4782,,https://www.trulia.com/p/ny/manhattan/331-e-houston-st-1a-manhattan-ny-10002--2332753055,10002,71,5,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,"230 Riverside Drive, Manhattan, NY",16,26,8,16,1,3350,630,https://www.trulia.com/p/ny/manhattan/230-riverside-dr-7e-manhattan-ny-10025--2008652372,10025,50,,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,"315 East 12th Street, Manhattan, NY",16,42,14,18,1,2550,,https://www.trulia.com/p/ny/manhattan/315-e-12th-st-11-manhattan-ny-10003--2192110133,10003,74,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1094,"628 West 151st Street, Manhattan, NY",16,19,3,11,0,1895,,https://www.trulia.com/p/ny/manhattan/628-w-151st-st-3j-manhattan-ny-10031--2088894947,10031,33,,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,"330 East 33rd Street, Manhattan, NY",16,42,15,22,0,3415,750,https://www.trulia.com/p/ny/manhattan/330-e-33rd-st-3n-manhattan-ny-10016--2088836287,10016,79,5,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1096,"329 West 101st Street, Manhattan, NY",16,26,7,15,0,2400,650,https://www.trulia.com/p/ny/manhattan/329-w-101st-st-1d-manhattan-ny-10025--2171887610,10025,48,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,"585 West 214th Street, Manhattan, NY",16,23,6,15,1,1850,,https://www.trulia.com/p/ny/manhattan/585-w-214th-st-5b-manhattan-ny-10034--2343791450,10034,44,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,"25 East 63rd Street, New York, NY",16,33,8,19,0,2875,,https://www.trulia.com/p/ny/new-york/25-e-63rd-st-10-new-york-ny-10065--2171347885,10065,60,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,"505 Greenwich Street, Manhattan, NY",16,42,15,19,1,5000,722,https://www.trulia.com/p/ny/manhattan/505-greenwich-st-5g-manhattan-ny-10013--2008607670,10013,76,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"245 East 124th Street, Manhattan, NY",2,27,4,14,0,2355,,https://www.trulia.com/p/ny/manhattan/245-e-124th-st-7g-manhattan-ny-10035--2171919704,10035,45,4,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,"509 East 12th Street, Manhattan, NY",2,42,14,20,0,2650,,https://www.trulia.com/p/ny/manhattan/509-e-12th-st-1a-manhattan-ny-10009--2171911472,10009,76,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,"400 East 74th Street, Manhattan, NY",16,32,7,20,0,2900,,https://www.trulia.com/p/ny/manhattan/400-e-74th-st-3-manhattan-ny-10021--2171571288,10021,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,"26 Perry Street, Manhattan, NY",2,44,16,19,0,2895,,https://www.trulia.com/p/ny/manhattan/26-perry-st-3a-manhattan-ny-10014--2172480381,10014,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,"108 West 87th Street, Manhattan, NY",16,26,8,16,1,2700,,https://www.trulia.com/p/ny/manhattan/108-w-87th-st-5a-manhattan-ny-10024--2171888472,10024,50,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1103,"247 East 28th Street, Manhattan, NY",16,44,16,23,0,3900,,https://www.trulia.com/p/ny/manhattan/247-e-28th-st-8b-manhattan-ny-10016--2175091162,10016,83,,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,"130 East 63rd Street, New York, NY",16,34,9,20,1,4600,,https://www.trulia.com/p/ny/new-york/130-e-63rd-st-10f-new-york-ny-10065--2172469509,10065,63,,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1105,"310 West 52nd Street, Manhattan, NY",16,39,9,21,1,4000,700,https://www.trulia.com/p/ny/manhattan/310-w-52nd-st-5g-manhattan-ny-10019--2088848101,10019,69,,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1106,"325 Lexington Avenue, Manhattan, NY",16,40,13,22,0,4300,645,https://www.trulia.com/p/ny/manhattan/325-lexington-ave-19e-manhattan-ny-10016--2174356430,10016,75,,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,"301 West 57th Street, Manhattan, NY",16,34,10,21,0,4000,745,https://www.trulia.com/p/ny/manhattan/301-w-57th-st-6dd-manhattan-ny-10019--2088847818,10019,65,,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1108,"300 East 62nd Street, New York, NY",16,39,10,23,1,3667,824,https://www.trulia.com/p/ny/new-york/300-e-62nd-st-804-new-york-ny-10065--2122633352,10065,72,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,"333 East 45th Street, Manhattan, NY",16,40,12,22,1,2800,650,https://www.trulia.com/p/ny/manhattan/333-e-45th-st-19b-manhattan-ny-10017--2122881131,10017,74,,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
111,"148 West 68th Street, Manhattan, NY",2,30,10,20,0,2750,,https://www.trulia.com/p/ny/manhattan/148-w-68th-st-3e-manhattan-ny-10023--2172630583,10023,60,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,"241 East 86th Street, Manhattan, NY",16,28,8,18,0,4000,,https://www.trulia.com/p/ny/manhattan/241-e-86th-st-3b-manhattan-ny-10028--2173672452,10028,54,,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,"143 East 26th Street, Manhattan, NY",2,43,17,23,1,2495,,https://www.trulia.com/p/ny/manhattan/143-e-26th-st-4c-manhattan-ny-10010--2172254958,10010,83,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,"88 East End Avenue, Manhattan, NY",16,30,7,19,1,2300,,https://www.trulia.com/p/ny/manhattan/88-e-end-ave-3b-manhattan-ny-10028--2351457959,10028,56,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,"222 East 27th Street, Manhattan, NY",16,42,16,22,0,2650,,https://www.trulia.com/p/ny/manhattan/222-e-27th-st-11-manhattan-ny-10016--2174141569,10016,80,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,"324 East 82nd Street, Manhattan, NY",16,30,7,19,1,2175,,https://www.trulia.com/p/ny/manhattan/324-e-82nd-st-5d-manhattan-ny-10028--2175485450,10028,56,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,"301 East 91st Street, Manhattan, NY",16,27,8,18,0,2300,,https://www.trulia.com/p/ny/manhattan/301-e-91st-st-2s-manhattan-ny-10128--2171612765,10128,53,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,"173 Ludlow Street, Manhattan, NY",16,39,13,17,0,2695,,https://www.trulia.com/p/ny/manhattan/173-ludlow-st-3d-manhattan-ny-10002--2171812934,10002,69,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"73-75 East 7th Street, Manhattan, NY",2,41,14,18,0,2430,,https://www.trulia.com/p/ny/manhattan/73-75-e-7th-st-4f-manhattan-ny-10003--2176815197,10003,73,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,"108 5th Avenue, Manhattan, NY",16,44,15,20,1,4450,850,https://www.trulia.com/p/ny/manhattan/108-5th-ave-4c-manhattan-ny-10011--2008583144,10011,79,6,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,"120 West 138th Street, Manhattan, NY",16,25,3,13,0,1950,880,https://www.trulia.com/p/ny/manhattan/120-w-138th-st-6a-manhattan-ny-10030--2351444315,10030,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,"277 West 11th Street, Manhattan, NY",16,45,17,19,0,2746,,https://www.trulia.com/p/ny/manhattan/277-w-11th-st-1f-manhattan-ny-10014--2175423051,10014,81,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,"304 East 91st Street, Manhattan, NY",16,27,8,18,0,1975,,https://www.trulia.com/p/ny/manhattan/304-e-91st-st-3b-manhattan-ny-10128--2171795045,10128,53,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,"69 East 125th Street, Manhattan, NY",2,26,4,15,0,3163,,https://www.trulia.com/p/ny/manhattan/69-e-125th-st-1262b-manhattan-ny-10035--2351996862,10035,45,6,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,"203 West 80th Street, Manhattan, NY",16,26,9,15,1,2400,,https://www.trulia.com/p/ny/manhattan/203-w-80th-st-1g-manhattan-ny-10024--2174117145,10024,50,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,"342 East 50th Street, Manhattan, NY",16,39,12,21,0,2769,,https://www.trulia.com/p/ny/manhattan/342-e-50th-st-manhattan-ny-10022--149260,10022,72,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1128,"206 West 96th Street, Manhattan, NY",16,26,8,16,0,2250,,https://www.trulia.com/p/ny/manhattan/206-w-96th-st-5-d-manhattan-ny-10025--2351446850,10025,50,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,"40 West 72nd Street, Manhattan, NY",16,29,10,20,1,3300,650,https://www.trulia.com/p/ny/manhattan/40-w-72nd-st-74-manhattan-ny-10023--2171619436,10023,59,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1130,"605 West 112th Street, Manhattan, NY",16,27,5,14,0,3250,,https://www.trulia.com/p/ny/manhattan/605-w-112th-st-6g-manhattan-ny-10025--2172480768,10025,46,,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,"235 West 15th Street, Manhattan, NY",16,43,14,21,0,3150,,https://www.trulia.com/p/ny/manhattan/235-w-15th-st-4d-manhattan-ny-10011--2171887500,10011,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,"94 3rd Avenue, Manhattan, NY",16,42,16,19,0,2550,,https://www.trulia.com/p/ny/manhattan/94-3rd-ave-3f-manhattan-ny-10003--2008548350,10003,77,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,"118 East 4th Street, Manhattan, NY",16,40,13,17,0,2500,,https://www.trulia.com/p/ny/manhattan/118-e-4th-st-1-manhattan-ny-10003--2172729669,10003,70,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,"175 East 101st Street, Manhattan, NY",16,26,6,17,0,1895,,https://www.trulia.com/p/ny/manhattan/175-e-101st-st-18-manhattan-ny-10029--2171798746,10029,49,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,"245 West 115th Street, New York, NY",16,27,5,14,1,1950,,https://www.trulia.com/p/ny/new-york/245-w-115th-st-16-new-york-ny-10026--2088883172,10026,46,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,"77 Ludlow Street, Manhattan, NY",2,39,12,18,0,3700,,https://www.trulia.com/p/ny/manhattan/77-ludlow-st-3n-manhattan-ny-10002--2351994162,10002,69,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,"230 West 55th Street, Manhattan, NY",16,36,10,21,0,3295,,https://www.trulia.com/p/ny/manhattan/230-w-55th-st-30g-manhattan-ny-10019--2171898805,10019,67,,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,"408 East 92nd Street, Manhattan, NY",16,27,8,18,0,3258,,https://www.trulia.com/p/ny/manhattan/408-e-92nd-st-25a-manhattan-ny-10128--2171933344,10128,53,4,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,"55 West 26th Street, Manhattan, NY",16,42,13,22,0,4240,668,https://www.trulia.com/p/ny/manhattan/55-w-26th-st-19m-manhattan-ny-10010--2173728663,10010,77,,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"625 West 57th Street, Manhattan, NY",32,32,11,22,0,4375,712,https://www.trulia.com/p/ny/manhattan/625-w-57th-st-1715-manhattan-ny-10019--2347057437,10019,65,2,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1140,"408 East 92nd Street, Manhattan, NY",16,27,8,18,0,3060,,https://www.trulia.com/p/ny/manhattan/408-e-92nd-st-8c-manhattan-ny-10128--2173773996,10128,53,4,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,"55 West 26th Street, Manhattan, NY",16,42,13,22,0,6490,"1,014",https://www.trulia.com/p/ny/manhattan/55-w-26th-st-39f-manhattan-ny-10010--2250250196,10010,77,,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1142,"50 Murray Street, Manhattan, NY",16,38,14,19,0,7000,"1,254",https://www.trulia.com/p/ny/manhattan/50-murray-st-1214-manhattan-ny-10007--2008567331,10007,71,,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1143,"309 East 61st Street, New York, NY",16,39,10,23,0,2395,,https://www.trulia.com/p/ny/new-york/309-e-61st-st-2-new-york-ny-10065--2171798600,10065,72,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,"250 West 19th Street, Manhattan, NY",16,43,15,22,0,3835,,https://www.trulia.com/p/ny/manhattan/250-w-19th-st-7c-manhattan-ny-10011--2171481346,10011,80,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,"250 West 19th Street, Manhattan, NY",16,43,15,22,0,3610,,https://www.trulia.com/p/ny/manhattan/250-w-19th-st-12-b-manhattan-ny-10011--2171604031,10011,80,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,"152 East 22nd Street, Manhattan, NY",16,43,15,21,0,2880,,https://www.trulia.com/p/ny/manhattan/152-e-22nd-st-d3-manhattan-ny-10010--2347181649,10010,79,5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,"501 East 87th Street, Manhattan, NY",2,30,7,19,0,3700,798,https://www.trulia.com/p/ny/manhattan/501-e-87th-st-9-i-manhattan-ny-10128--2171569765,10128,56,6,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1148,"65 West 106th Street, Manhattan, NY",16,27,6,15,0,2470,,https://www.trulia.com/p/ny/manhattan/65-w-106th-st-1e-manhattan-ny-10025--2171481626,10025,48,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,"206 Rivington Street, Manhattan, NY",16,38,14,18,1,2710,,https://www.trulia.com/p/ny/manhattan/206-rivington-st-2b-manhattan-ny-10002--2178994927,10002,70,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"152 Thompson Street, Manhattan, NY",2,39,14,18,0,3800,,https://www.trulia.com/p/ny/manhattan/152-thompson-st-1c-manhattan-ny-10012--2177018072,10012,71,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,"211 West 80th Street, Manhattan, NY",17,26,9,15,0,2550,,https://www.trulia.com/p/ny/manhattan/211-w-80th-st-5c-manhattan-ny-10024--2171639601,10024,50,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,"47 Perry Street, Manhattan, NY",17,44,17,19,0,3600,625,https://www.trulia.com/p/ny/manhattan/47-perry-st-3c-manhattan-ny-10014--2171891818,10014,80,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,"1377 Lexington Avenue, Manhattan, NY",17,26,8,17,0,3046,,https://www.trulia.com/p/ny/manhattan/1377-lexington-ave-4b-manhattan-ny-10128--2287646499,10128,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,"400 Chambers Street, Manhattan, NY",17,41,13,19,0,4755,,https://www.trulia.com/p/ny/manhattan/400-chambers-st-25743-manhattan-ny-10282--2351030124,10282,73,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1154,"150 East 57th Street, Manhattan, NY",17,40,12,22,1,4300,,https://www.trulia.com/p/ny/manhattan/150-e-57th-st-17a-manhattan-ny-10022--2171943026,10022,74,,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1155,"2109 Broadway, Manhattan, NY",17,28,10,17,1,3250,525,https://www.trulia.com/p/ny/manhattan/2109-broadway-1131-manhattan-ny-10023--2008647440,10023,55,,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1156,"202 Riverside Drive, Manhattan, NY",17,26,8,16,0,2510,575,https://www.trulia.com/p/ny/manhattan/202-riverside-dr-4d-manhattan-ny-10025--2171641304,10025,50,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,"200 Chambers Street, Manhattan, NY",17,41,13,19,1,4500,625,https://www.trulia.com/p/ny/manhattan/200-chambers-st-6k-manhattan-ny-10007--2008565631,10007,73,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1158,"538 East 14th Street, Manhattan, NY",2,41,14,18,0,2050,,https://www.trulia.com/p/ny/manhattan/538-e-14th-st-18-manhattan-ny-10009--2171920529,10009,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,"400 Park Avenue S, Manhattan, NY",17,43,14,23,0,5800,732,https://www.trulia.com/p/ny/manhattan/400-park-ave-s-26d-manhattan-ny-10016--2175024358,10016,80,,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
116,"10 Liberty Street, Manhattan, NY",2,35,14,16,0,4395,,https://www.trulia.com/p/ny/manhattan/10-liberty-st-19a-manhattan-ny-10005--2171935547,10005,65,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
