,address,days_on_trulia,elementary_school_count,high_school_count,middle_school_count,pets_allowed,price,sqft,url,zip_code,school_count,evac,guarantor,storage,garage,deck,elevator,dishwasher,pets,fios available,live in super,fitness center,washing machine,dryer,concierge,balcony,air conditioning,flooring: hardwood,recreation facilities,garden,pied a terre,childrens playroom,terrace,courtyard,pool,furnished,fireplace,sublets,valet parking,off-street parking,cable tv ready,board approval required,parents,co purchase,leed registered,microwave oven
6080,"20306 43rd Avenue, Queens, NY",5,60,13,30,0,1795,,https://www.trulia.com/p/ny/queens/20306-43rd-ave-2-queens-ny-11361--2351890067,11361,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,"3626 35th Street, Astoria, NY",15,31,7,25,0,2495,850,https://www.trulia.com/p/ny/astoria/3626-35th-st-2-astoria-ny-11106--2174819513,11106,63,,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6082,"4325 Hunter Street, Long Island City, NY",4,39,10,24,0,3214,,https://www.trulia.com/p/ny/long-island-city/4325-hunter-st-4404w-long-island-city-ny-11101--2351910699,11101,73,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,"13105 40th Road, Flushing, NY",17,59,10,33,0,2550,800,https://www.trulia.com/p/ny/flushing/13105-40th-rd-17l-flushing-ny-11354--2332957788,11354,102,,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6084,"1011 Nameoke Street, Far Rockaway, NY",67,40,27,31,0,1000,180,https://www.trulia.com/rental/3246583157-1011-Nameoke-St-LF-Far-Rockaway-NY-11691,11691,98,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6086,"8915 102nd Street, Queens, NY",282,45,7,27,1,1600,,https://www.trulia.com/p/ny/queens/8915-102nd-st-c03-queens-ny-11418--2322845582,11418,79,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,"1107 Welling Court, Astoria, NY",2,29,6,21,0,2584,,https://www.trulia.com/p/ny/astoria/1107-welling-ct-a3-astoria-ny-11102--2351997157,11102,56,4,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
609,"446 East 78th Street, New York, NY",8,30,7,19,0,2100,,https://www.trulia.com/p/ny/new-york/446-e-78th-st-4-new-york-ny-10075--2172237825,10075,56,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,"10245 62nd Road, Forest Hills, NY",8,57,8,34,0,1825,629,https://www.trulia.com/p/ny/forest-hills/10245-62nd-rd-7p-forest-hills-ny-11375--2173101595,11375,99,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,"711B Seagirt Avenue, Queens, NY",7,39,27,30,1,1850,680,https://www.trulia.com/p/ny/queens/711b-seagirt-ave-2-queens-ny-11691--2347284185,11691,96,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6092,"4107 Bowne Street, Flushing, NY",164,58,11,34,0,1750,743,https://www.trulia.com/p/ny/flushing/4107-bowne-st-1a-flushing-ny-11355--2009931613,11355,103,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,"3350 28th Street, Astoria, NY",1,30,8,26,0,1700,,https://www.trulia.com/p/ny/astoria/3350-28th-st-1-astoria-ny-11106--2346752465,11106,64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,"6010 Myrtle Avenue, Queens, NY",5,31,4,22,1,2000,,https://www.trulia.com/p/ny/queens/6010-myrtle-ave-2-queens-ny-11385--2337848355,11385,57,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6096,"226 50th Avenue, Long Island City, NY",92,40,13,22,0,3450,728,https://www.trulia.com/p/ny/long-island-city/226-50th-ave-3g-long-island-city-ny-11101--2009482186,11101,75,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,"8449 168th Street, Jamaica, NY",1,63,13,30,1,1850,,https://www.trulia.com/p/ny/jamaica/8449-168th-st-2-jamaica-ny-11432--2173062530,11432,106,,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6098,"4441 Purves Street, Long Island City, NY",1,37,10,23,0,3210,,https://www.trulia.com/p/ny/long-island-city/4441-purves-st-510-long-island-city-ny-11101--2333312049,11101,70,,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6099,"7505 210th Street, Oakland Gardens, NY",60,56,15,34,0,1550,,https://www.trulia.com/p/ny/oakland-gardens/7505-210th-st-3m-oakland-gardens-ny-11364--2192220971,11364,105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,"152 Sherman Avenue, Manhattan, NY",2,23,6,12,1,1550,,https://www.trulia.com/p/ny/manhattan/152-sherman-ave-48-manhattan-ny-10034--2171939746,10034,41,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,"68 West 82nd Street, Manhattan, NY",8,27,9,15,0,2400,,https://www.trulia.com/p/ny/manhattan/68-w-82nd-st-3a-manhattan-ny-10024--2171894313,10024,51,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,"15051 Northern Boulevard, Flushing, NY",23,57,14,32,0,1500,,https://www.trulia.com/p/ny/flushing/15051-northern-blvd-flushing-ny-11354--2009916787,11354,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,"9730 57th Avenue, Queens, NY",19,59,7,34,0,1660,642,https://www.trulia.com/p/ny/queens/9730-57th-ave-i02o-queens-ny-11368--2349798704,11368,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,"2536 34th Street, Astoria, NY",16,25,4,22,1,1770,,https://www.trulia.com/p/ny/astoria/2536-34th-st-1r-astoria-ny-11103--2332385897,11103,51,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6109,"2710 Astoria Boulevard, Astoria, NY",43,25,4,21,0,2000,,https://www.trulia.com/p/ny/astoria/2710-astoria-blvd-6d-astoria-ny-11102--2347472715,11102,50,,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
611,"241 West 24th Street, Manhattan, NY",8,42,13,22,0,3500,,https://www.trulia.com/p/ny/manhattan/241-w-24th-st-1b-manhattan-ny-10011--2171789910,10011,77,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,"6265 60th Street, Ridgewood, NY",34,28,4,19,0,2000,,https://www.trulia.com/p/ny/ridgewood/6265-60th-st-1l-ridgewood-ny-11385--2338000292,11385,51,,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,"6456 Booth Street, Rego Park, NY",3,59,6,29,1,1895,700,https://www.trulia.com/p/ny/rego-park/6456-booth-st-202-rego-park-ny-11374--2206954833,11374,94,,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6114,"513 50th Avenue, Long Island City, NY",11,40,12,22,0,2450,,https://www.trulia.com/p/ny/long-island-city/513-50th-ave-3r-long-island-city-ny-11101--2175598609,11101,74,,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6115,"4230 214th Place, Bayside, NY",14,58,16,27,0,1650,700,https://www.trulia.com/p/ny/bayside/4230-214th-pl-bayside-ny-11361--2351570128,11361,101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6116,"3514 30th Avenue, Astoria, NY",2,27,3,22,0,1900,,https://www.trulia.com/p/ny/astoria/3514-30th-ave-1-astoria-ny-11103--2352028802,11103,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,"15238 Union Turnpike, Flushing, NY",22,62,13,33,1,1900,775,https://www.trulia.com/p/ny/flushing/15238-union-tpke-phg-flushing-ny-11367--2010012589,11367,108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6118,"9903 Northern Boulevard, Corona, NY",17,49,5,27,0,1600,600,https://www.trulia.com/p/ny/corona/9903-northern-blvd-3f-corona-ny-11368--2172955141,11368,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,"4315 46th Street, Sunnyside, NY",14,36,4,25,0,1800,700,https://www.trulia.com/p/ny/sunnyside/4315-46th-st-10e-sunnyside-ny-11104--2288701787,11104,65,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,"444 East 78th Street, New York, NY",8,30,7,19,0,2100,,https://www.trulia.com/p/ny/new-york/444-e-78th-st-5-new-york-ny-10075--2172687035,10075,56,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,"14105 Pershing Crescent, Briarwood, NY",19,59,13,39,0,1650,,https://www.trulia.com/p/ny/briarwood/14105-pershing-cres-5-briarwood-ny-11435--2289059884,11435,111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6121,"9019 88th Avenue, Woodhaven, NY",20,43,7,25,1,1700,800,https://www.trulia.com/p/ny/woodhaven/9019-88th-ave-woodhaven-ny-11421--1003165367,11421,75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6126,"8331 116th Street, Richmond Hill, NY",30,51,7,32,0,1650,,https://www.trulia.com/p/ny/richmond-hill/8331-116th-st-richmond-hill-ny-11418--1004188686,11418,90,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6127,"4235 192nd Street, Flushing, NY",135,59,14,29,0,2350,"1,000",https://www.trulia.com/p/ny/flushing/4235-192nd-st-1stfloor-flushing-ny-11358--2344048873,11358,102,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6128,"6051 60th Drive, Maspeth, NY",12,30,4,21,0,1100,,https://www.trulia.com/p/ny/maspeth/6051-60th-dr-maspeth-ny-11378--2010096000,11378,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6129,"13270 Sanford Avenue, Queens, NY",26,59,10,33,1,1700,900,https://www.trulia.com/p/ny/queens/13270-sanford-ave-5h-queens-ny-11355--2172940335,11355,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,"235 West 48th Street, Manhattan, NY",1,41,12,22,0,3503,,https://www.trulia.com/p/ny/manhattan/235-w-48th-st-15n-manhattan-ny-10036--2185749891,10036,75,,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6130,"3205 81st Street, East Elmhurst, NY",17,36,7,27,0,1499,,https://www.trulia.com/p/ny/east-elmhurst/3205-81st-st-dd6-east-elmhurst-ny-11370--2346765790,11370,70,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,"3707 147th Street, Queens, NY",28,57,10,33,1,1825,730,https://www.trulia.com/p/ny/queens/3707-147th-st-5b-queens-ny-11354--2173059525,11354,100,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6132,"6915 136th Street, Flushing, NY",23,60,7,34,1,1800,700,https://www.trulia.com/p/ny/flushing/6915-136th-st-1-flushing-ny-11367--2349478895,11367,101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6133,"2310 41st Avenue, Long Island City, NY",44,37,10,23,0,3000,700,https://www.trulia.com/p/ny/long-island-city/2310-41st-ave-7d-long-island-city-ny-11101--2172950052,11101,70,6,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6134,"63-109 Saunders Street, Queens, NY",32,59,5,29,0,1700,850,https://www.trulia.com/p/ny/queens/63-109-saunders-st-2-queens-ny-11374--2174118451,11374,93,,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6136,"15835 75th Road, Flushing, NY",9,62,13,33,0,1400,,https://www.trulia.com/p/ny/flushing/15835-75th-rd-2-flushing-ny-11366--2332148499,11366,108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6137,"2310 Queens Plaza South, Long Island City, NY",25,37,10,23,0,4107,,https://www.trulia.com/p/ny/long-island-city/2310-queens-plz-s-16c-long-island-city-ny-11101--2349412750,11101,70,4,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6138,"16805 Depot Road, Flushing, NY",22,59,14,29,0,2050,,https://www.trulia.com/p/ny/flushing/16805-depot-rd-4b-flushing-ny-11358--2349591866,11358,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6139,"711B Seagirt Avenue, Queens, NY",7,39,27,30,1,1650,670,https://www.trulia.com/p/ny/queens/711b-seagirt-ave-6-queens-ny-11691--2288275399,11691,96,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,"134 West 82nd Street, Manhattan, NY",8,26,9,15,1,2400,,https://www.trulia.com/p/ny/manhattan/134-w-82nd-st-5a-manhattan-ny-10024--2172046097,10024,50,,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6140,"14943 35th Avenue, Queens, NY",26,57,11,34,1,1700,,https://www.trulia.com/p/ny/queens/14943-35th-ave-4h-queens-ny-11354--2174814773,11354,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6141,"9033 83rd Avenue, Glendale, NY",60,47,6,23,0,1500,,https://www.trulia.com/p/ny/glendale/9033-83rd-ave-3-glendale-ny-11385--2297978924,11385,76,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,"4435 Colden Street, Flushing, NY",71,58,11,35,0,1750,,https://www.trulia.com/p/ny/flushing/4435-colden-st-2cc-flushing-ny-11355--2350643115,11355,104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,"14917 Sanford Avenue, Queens, NY",2,59,12,36,0,1800,700,https://www.trulia.com/p/ny/queens/14917-sanford-ave-3a-queens-ny-11355--2332370801,11355,107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6145,"4242 204th Street, Flushing, NY",19,59,15,30,1,1700,700,https://www.trulia.com/p/ny/flushing/4242-204th-st-2-flushing-ny-11361--2174818309,11361,104,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6146,"535 51st Avenue, Long Island City, NY",46,39,13,22,0,2600,700,https://www.trulia.com/p/ny/long-island-city/535-51st-ave-3f-long-island-city-ny-11101--2174819688,11101,74,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6147,"3143 47th Street, Astoria, NY",1,30,6,29,0,1995,800,https://www.trulia.com/p/ny/astoria/3143-47th-st-2-astoria-ny-11103--2197333531,11103,65,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6148,"1863 Putnam Avenue, Ridgewood, NY",9,24,2,12,1,950,,https://www.trulia.com/rental/4016750068-1863-Putnam-Ave-Ridgewood-NY-11385,11385,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,"159 East 92nd Street, Manhattan, NY",8,26,8,17,0,2295,,https://www.trulia.com/p/ny/manhattan/159-e-92nd-st-1-manhattan-ny-10128--2171916193,10128,51,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6151,"117 Street And Liberty Avenue, South Ozone Park, NY",12,49,14,32,0,1500,,https://www.trulia.com/p/ny/south-ozone-park/117-street-and-liberty-ave-south-ozone-park-ny-11420--2349534742,11420,95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6152,"17220 90th Avenue, Jamaica, NY",17,59,14,34,1,1400,,https://www.trulia.com/p/ny/jamaica/17220-90th-ave-jamaica-ny-11432--2010239469,11432,107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6153,"3252 33rd Street, Astoria, NY",15,31,5,27,0,1925,,https://www.trulia.com/p/ny/astoria/3252-33rd-st-c3-astoria-ny-11106--2194579125,11106,63,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6155,"8208 135th Street, Briarwood, NY",9,59,9,35,0,1525,750,https://www.trulia.com/p/ny/briarwood/8208-135th-st-40-briarwood-ny-11435--2351755223,11435,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6156,"13918 34th Road, Flushing, NY",5,56,11,33,1,1725,700,https://www.trulia.com/p/ny/flushing/13918-34th-rd-c7-flushing-ny-11354--2178043141,11354,100,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6158,"8915 102st, Richmond Hill, NY",25,48,7,29,1,1575,900,https://www.trulia.com/p/ny/richmond-hill/8915-102st-richmond-hill-ny-11418--2285403049,11418,84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6159,"13101 40th Road, Flushing, NY",8,59,10,33,0,2900,800,https://www.trulia.com/p/ny/flushing/13101-40th-rd-flushing-ny-11354--2009912051,11354,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
616,"412 West 49th Street, Manhattan, NY",8,39,9,21,0,2495,,https://www.trulia.com/p/ny/manhattan/412-w-49th-st-3b-manhattan-ny-10019--2171815114,10019,69,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6160,"41 43rd Street, Sunnyside, NY",3,34,4,27,0,2200,650,https://www.trulia.com/p/ny/sunnyside/41-43rd-st-a15-sunnyside-ny-11104--2328666415,11104,65,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6161,"4540 Center Boulevard, Long Island City, NY",0,39,12,22,0,3030,,https://www.trulia.com/p/ny/long-island-city/4540-center-blvd-508-long-island-city-ny-11109--2009521545,11109,73,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6164,"3805 Crescent Street, Long Island City, NY",7,36,10,24,0,2195,,https://www.trulia.com/p/ny/long-island-city/3805-crescent-st-4d-long-island-city-ny-11101--2173036693,11101,70,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6165,"4614 Vernon Boulevard, Long Island City, NY",8,38,11,22,0,1850,,https://www.trulia.com/p/ny/long-island-city/4614-vernon-blvd-1r-long-island-city-ny-11101--2334282319,11101,71,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6166,"120 Beach 26th Street, Far Rockaway, NY",36,40,25,32,0,1700,,https://www.trulia.com/p/ny/far-rockaway/120-beach-26th-st-far-rockaway-ny-11691--2010476810,11691,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6167,"8319 141st Street, Jamaica, NY",6,57,13,31,1,1699,,https://www.trulia.com/p/ny/jamaica/8319-141st-st-43-jamaica-ny-11435--2351869029,11435,101,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,"45 West 75th Street, Manhattan, NY",8,27,10,17,1,2950,,https://www.trulia.com/p/ny/manhattan/45-w-75th-st-3aa-manhattan-ny-10023--2351759613,10023,54,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,"15350 89th Avenue, Jamaica, NY",15,63,14,30,0,1950,762,https://www.trulia.com/p/ny/jamaica/15350-89th-ave-325-jamaica-ny-11432--2284318258,11432,107,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6171,"1605 Putnam Avenue, Ridgewood, NY",21,23,2,13,0,1675,,https://www.trulia.com/c/ny/ridgewood/1-bed-1-0-bath-1-675-address-not-disclosed-ridgewood-ny-11385--1003175704,11385,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6172,"6908 138th Street, Kew Gardens Hills, NY",2,60,7,34,0,1750,,https://www.trulia.com/p/ny/kew-gardens-hills/6908-138th-st-b-kew-gardens-hills-ny-11367--2181832464,11367,101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6174,"13105 40th Road, Flushing, NY",44,59,10,33,1,2500,700,https://www.trulia.com/p/ny/flushing/13105-40th-rd-11i-flushing-ny-11354--2296947265,11354,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6175,"3015 33rd Street, Astoria, NY",3,28,3,22,0,2400,650,https://www.trulia.com/p/ny/astoria/3015-33rd-st-3d-astoria-ny-11102--2296967460,11102,53,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6176,"9323 218th Street, Jamaica, NY",11,57,12,24,0,1775,750,https://www.trulia.com/p/ny/jamaica/9323-218th-st-c5-jamaica-ny-11428--2172864931,11428,93,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6177,"14060 Beech Avenue, Queens, NY",31,58,12,36,1,1775,670,https://www.trulia.com/p/ny/queens/14060-beech-ave-5v-queens-ny-11355--2349232549,11355,106,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6178,"2740 21st Street, Astoria, NY",6,26,5,22,0,2550,725,https://www.trulia.com/p/ny/astoria/2740-21st-st-7c-astoria-ny-11102--2173061311,11102,53,5,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6179,"6385 Woodhaven Boulevard, Rego Park, NY",3,54,5,28,1,1799,875,https://www.trulia.com/p/ny/rego-park/6385-woodhaven-blvd-5g-rego-park-ny-11374--2253135902,11374,87,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,"246 East 53rd Street, Manhattan, NY",9,38,13,21,0,2150,,https://www.trulia.com/p/ny/manhattan/246-e-53rd-st-19-manhattan-ny-10022--2172102156,10022,72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6180,"8535 67th Drive, Rego Park, NY",174,47,6,30,0,1700,,https://www.trulia.com/p/ny/rego-park/8535-67th-dr-2-rego-park-ny-11374--2174818208,11374,83,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6181,"17290 Highland Avenue, Jamaica, NY",2,61,14,31,0,1795,750,https://www.trulia.com/p/ny/jamaica/17290-highland-ave-jamaica-ny-11432--1004171572,11432,106,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6184,"83-19 141st Street, Briarwood, NY",24,60,13,38,1,1699,,https://www.trulia.com/p/ny/briarwood/83-19-141st-st-704-briarwood-ny-11435--2197568703,11435,111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
